,Wine Id,Title,Year,Winery,Variety,Colour,Description,Country,Province,Price,Points
79971,79971,Jerusalem Wineries 2014 Gerstein Special Edition Marselan (Shomron),Jerusalem Wineries 2014 Gerstein Special Edition Marselan (Shomron),Jerusalem Wineries,Marselan,Red,"This deep ruby-colored wine has a nose of black cherry, apple peel, and anise. It is soft on the palate, with mild tannins and flavors of raspberry, strawberry, black pepper and aniseed that lead up to a mellow but fruity finish.",Israel,Shomron,18,89
79972,79972,Kikelet 2015 Kassai Hárslevelü (Tokaj),Kikelet 2015 Kassai Hárslevelü (Tokaj),Kikelet,Hárslevelü,White,This straw-colored wine has floral aromas of jasmine and honeysuckle and crisp flavors of lemon zest and grapefruit juice. The finish is lively and lingers.,Hungary,Tokaj,30,89
79978,79978,Pisoni 2012 Reboro Rebo (Vigneti delle Dolomiti),Pisoni 2012 Reboro Rebo (Vigneti delle Dolomiti),Pisoni,Rebo,Red,"Made entirely with the rare grape variety Rebo, this hearty red opens with aromas of wild blackberry and cassis. The robust straightforward palate delivers =red berry and blackberry jam alongside round tannins. Enjoy soon.",Italy,Northeastern Italy,35,89
80174,80174,Contrade di Taurasi - Lonardo 2012 Grecomusc' Roviello (Campania),Contrade di Taurasi - Lonardo 2012 Grecomusc' Roviello (Campania),Contrade di Taurasi - Lonardo,Roviello,Red,"Here's a gorgeous wine made with Roviello, an obscure and nearly extinct grape from Campania. It opens with an alluring floral fragrance punctuated with citrus and spice. The elegant, structured palate delivers grapefruit, cinnamon and intense, focused mineral alongside crisp acidity. Hold for more complexity. Drink now through 2020.",Italy,Southern Italy,28,93
80217,80217,Quinta do Pinto 2012 Pinto Merlot-Syrah (Lisboa),Quinta do Pinto 2012 Pinto Merlot-Syrah (Lisboa),Quinta do Pinto,Merlot-Syrah,Red,"A ripe and juicy wine, this is rich with black fruits. Soft tannins and a stalky backdrop make it very approachable when young. So drink this full fruity wine now.",Portugal,Lisboa,24,88
80219,80219,Terras de Alter 2013 Terra d'Alter Siria (Alentejano),Terras de Alter 2013 Terra d'Alter Siria (Alentejano),Terras de Alter,Siria,White,A ripe and warm wine full of yellow fruits and a full-bodied texture. It's rich and creamy with a fine balance between exotic fruit and the crispest citrus. The wine is ready to drink.,Portugal,Alentejano,14,88
80308,80308,Calcareous 2008 Viognier-Marsanne (Paso Robles),Calcareous 2008 Viognier-Marsanne (Paso Robles),Calcareous,Viognier-Marsanne,White,"Delicious, offering an orchard of oranges and peaches, made even richer with honeysuckle, buttered toast and vanilla notes. Fine acidity makes the flavors bright and clean. The blend is 75% Viognier and 25% Marsanne.",US,California,28,90
80356,80356,Le Roc 2012 La Folle Noire d'Ambat Negrette (Fronton),Le Roc 2012 La Folle Noire d'Ambat Negrette (Fronton),Le Roc,Negrette,Red,"Pure Négrette produces a smooth, black cherry and red berry-flavored wine. Light hints of wood from aging in big barrels have helped to give the wine a rich and spicy character. This is further enhanced by black-fruit acidity that adds a fresh streak to this warm, ripe wine. Drink now.",France,Southwest France,19,88
80446,80446,Fox Run 2014 Traminette (Finger Lakes),Fox Run 2014 Traminette (Finger Lakes),Fox Run,Traminette,White,"Dazzlingly aromatic, this true-to-type Traminette abounds in ripe berry, mango and melon perfume. Dry and delicate in body, it's refreshingly easy-drinking despite heady aromatics. It's not a complex wine, yet undeniably delightful to drink.",US,New York,15,89
80524,80524,Cascabel 2013 Composé Mourvèdre-Syrah (McLaren Vale),Cascabel 2013 Composé Mourvèdre-Syrah (McLaren Vale),Cascabel,Mourvèdre-Syrah,Red,"This McLaren Vale winery specializes in blends of Mediterranean varieties, and this is a fine example. It's 70% Mourvèdre and 30% Syrah, featuring plum, berry and cedary vanilla notes, plus a bit of meatiness on the nose. Richly textured on the palate, it finishes long.",Australia,South Australia,18,92
80874,80874,Moletto 2007 Franconia (Veneto Orientale),Moletto 2007 Franconia (Veneto Orientale),Moletto,Franconia,White,"Light and luminous, this ruby red wine offers tones of wild berries and exotic spice. The wine is crisp, tart and slightly sour on the close but promises to pair with cream-based pasta or cheesy risotto dishes.",Italy,Veneto,16,86
81124,81124,Sella & Mosca 2014 Terre Bianche Torbato (Alghero),Sella & Mosca 2014 Terre Bianche Torbato (Alghero),Sella & Mosca,Torbato,White,"Vibrant and elegant, this refreshing, mineral-driven white offers aromas of white spring flower, ripe orchard fruit and citrus blossom. Bright acidity frames the juicy pear, apple and flint flavors, while the crisp finish closes on a saline note. This is a fantastic wine from a grape grown only at the Sella & Mosca estate in Sardinia.",Italy,Sicily & Sardinia,20,91
81167,81167,Jean Perrier et Fils 2016 Cuvée Gastronomie Mondeuse Mondeuse (Savoie),Jean Perrier et Fils 2016 Cuvée Gastronomie Mondeuse Mondeuse (Savoie),Jean Perrier et Fils,Mondeuse,Red,"With its smoky aromas, this early-drinking red is soft, light and full of red berry fruit. That dominant fruit is backed by light tannins and plenty of succulent acidity. Drink this crisp wine now.",France,France Other,20,88
81205,81205,O. Fournier 2005 Urban Uco Blend Malbec-Tempranillo (Uco Valley),O. Fournier 2005 Urban Uco Blend Malbec-Tempranillo (Uco Valley),O. Fournier,Malbec-Tempranillo,Red,"The bringing together of Malbec and Tempranillo works like a charm here. There's a touch of complexity to the fruit-forward nose, and better depth than what most under-$10 red varietals offer. Look for sweet, smooth raspberry and plum flavors with a tasty, balanced finish.",Argentina,Mendoza Province,8,87
81211,81211,Tagaris 2006 Alice Vineyard Counoise (Wahluke Slope),Tagaris 2006 Alice Vineyard Counoise (Wahluke Slope),Tagaris,Counoise,Red,"Strawberry and sour candy flavors hit the midpalate squarely and stay there; this is a wine that knows where it wants to go. It has the appealing tartness of rhubarb pie, and the acidity seems natural and unforced, giving length to the finish.",US,Washington,28,87
81316,81316,Ventisquero 2012 Vertice Apalta Vineyard Carmenère-Syrah (Colchagua Valley),Ventisquero 2012 Vertice Apalta Vineyard Carmenère-Syrah (Colchagua Valley),Ventisquero,Carmenère-Syrah,Red,"Woodsy earthy berry aromas share the nose with fresh-cut oak scents. This Carmenère-Syrah blend feels lively and juicy, not heavy or flat. Dark spicy berry and plum flavors include notes of olive and oak, while the finish is spicy and tastes of olive and tobacco.",Chile,Colchagua Valley,37,90
81330,81330,Benanti 2013 Nerello Cappuccio (Terre Siciliane),Benanti 2013 Nerello Cappuccio (Terre Siciliane),Benanti,Nerello Cappuccio,Red,"Fermented and aged in steel, this opens with aromas of wild berry, cassis, Mediterranean herb and a whiff of game. The lively, straightforward palate offers raspberry, clove and just a hint of white pepper framed in lithe tannins and bright acidity.",Italy,Sicily & Sardinia,35,88
81347,81347,Maurodos 2013 Prima  (Toro),Maurodos 2013 Prima  (Toro),Maurodos,Tinta del Toro,Red,"Wiry, fiery and full of Prima's usual cherry and black-currant aromas, this bottling from a very cool vintage is tough as nails on the palate. Berry, mocha and chocolate flavors finish with power but also rock-hard tannins that scrape and grate.",Spain,Northern Spain,24,88
81442,81442,Famiglia Meschini NV Gran Reserva Pacifico Blend Red (Mendoza),Famiglia Meschini NV Gran Reserva Pacifico Blend Red (Mendoza),Famiglia Meschini,Malbec-Petit Verdot,Red,"Raisiny berry, spice cake and molasses aromas are rich and heady. This nonvintage blend of Malbec and Petit Verdot is a bit thick and oaky on the palate. Flavors of blackberry and creamy oak finish ripe and rooty, with a reprise of raisin.",Argentina,Mendoza Province,30,91
81475,81475,Companhia das Quintas 2013 Quinta do Cardo Branco Siria (Beira Interior),Companhia das Quintas 2013 Quinta do Cardo Branco Siria (Beira Interior),Companhia das Quintas,Siria,White,"Lightly straw-colored, this is a crisp and fruity wine. Apples, citrus and a touch of ripe melon dominate at this stage, giving a young, fresh character. It's still bouncy and tangy and will broaden out over the next few months to give more complexity. Drink from 2015",Portugal,Beira Interior,13,89
81489,81489,Sattlerhof 2013 Morillon (Südsteiermark),Sattlerhof 2013 Morillon (Südsteiermark),Sattlerhof,Morillon,White,"Hints of passion fruit sneak up on the nose of this fragrant wine, lifting up the smoky, mineral palate. Wonderfully tangy and fresh.",Austria,Südsteiermark,27,89
81872,81872,Argiolas 2014 Iselis Bianco  (Nasco di Cagliari),Argiolas 2014 Iselis Bianco  (Nasco di Cagliari),Argiolas,Nasco,White,"Made with the native Nasco grape, which is usually reserved to make sweet dessert wines, this dry, full-bodied white opens with an attractive floral fragrance of Spanish broom, chamomile and a whiff of tropical fruit. The rich, creamy palate delivers ripe yellow apple, apricot and candied ginger while a note of toasted almond closes the finish.",Italy,Sicily & Sardinia,20,91
81878,81878,Luigi Bosca 2012 Gala 4 Cabernet Franc-Malbec (Mendoza),Luigi Bosca 2012 Gala 4 Cabernet Franc-Malbec (Mendoza),Luigi Bosca,Cabernet Franc-Malbec,Red,"Black cherry and medicinal aromas dominate an earthy, dense nose. A ton of energy is unloaded on a grabby, aggressive palate that's packed with cherry, plum and cough drop flavors. This is ripe, forward and fresh, with brown-sugar sweetness to the finish. Drink through 2024.",Argentina,Mendoza Province,38,91
81879,81879,Pala 2011 Essentija Bovale (Isola dei Nuraghi),Pala 2011 Essentija Bovale (Isola dei Nuraghi),Pala,Bovale,Red,"Made with old vines, this soulful red opens with aromas of ripe black-skinned fruit, game, baked earth, wild herb and a smoky note. The ripe, round palate doles out ripe black plum, black cherry, grilled rosemary and wild fennel alongside solid, velvety tannins. Concentrated and accessible, it will offer several more years of sheer drinking pleasure. Drink through 2021.",Italy,Sicily & Sardinia,30,91
81934,81934,Maurice Schoech & Fils 2015 Vieille Vigne Pinot Auxerrois (Alsace),Maurice Schoech & Fils 2015 Vieille Vigne Pinot Auxerrois (Alsace),Maurice Schoech & Fils,Pinot Auxerrois,White,The nose does not give a lot away and is very neutral—just a mere hint of freshness. The palate provides gentle fresh fruit and is rounded. Drink soon while aromas are at their peak.,France,Alsace,21,87
82031,82031,2Plank 2013 Cold Smoke Viognier-Chardonnay (California),2Plank 2013 Cold Smoke Viognier-Chardonnay (California),2Plank,Viognier-Chardonnay,White,"Nearing brown in color, this blend of 60% Viognier and 40% Chardonnay is reminiscent of a Old Fashioned cocktail, with orange rind and bourbon notes as well as walnut oil and quinine aromas. A strong hazelnut-oil character shows on the rougher palate, which is thick and oily with dried apricot and more orange peel.",US,California,25,84
82304,82304,Antadze 2010 Kvevri Wine Mtsvane (Kakheti),Antadze 2010 Kvevri Wine Mtsvane (Kakheti),Antadze,Mtsvane,White,"High-toned aromas of dried peach, apple, spice and sandalwood in this qvevri-aged wine give way to a rich, almost silky palate that bursts with notes of yellow flowers and honey-tinged oolong tea. Bright, citrusy acids and bracing, tea-like tannins extend on the long finish.",Georgia,Kakheti,25,90
82407,82407,Masottina 2006 Incrocio Manzoni 6.0.13 Manzoni (Colli Trevigiani),Masottina 2006 Incrocio Manzoni 6.0.13 Manzoni (Colli Trevigiani),Masottina,Manzoni,White,"This Manzoni (a cross between Riesling and Pinot Bianco) opens with a pretty, luminous glow and offers pristine aromas of stone fruit, mango and vanilla. Natural structure and smoothness underscore the variety's pairing potential with most Thai or Indian dishes.",Italy,Northeastern Italy,36,87
82516,82516,Fabiano 2010 Argillaia  (Lugana),Fabiano 2010 Argillaia  (Lugana),Fabiano,Trebbiano di Lugana,White,"Italy's Lake Region is teeming with salmon and perch and this slightly oak-aged Lugana would pair perfectly with freshwater fish. The wine shows tones of peach, melon, chopped herb and dried hay.",Italy,Lombardy,18,87
82566,82566,Navarro 2012 Estate Bottled Dry Muscat Blanc (Anderson Valley),Navarro 2012 Estate Bottled Dry Muscat Blanc (Anderson Valley),Navarro,Muscat Blanc,White,"What a mouthful of flavor! You don't know Muscat or Moscato until you've enjoyed this rare dry interpretation. It is aromatic and exotic, lively with fresh acidity yet full of ripe apple and peach flavors that linger on the finish. Great with salty appetizers like prosciutto or nuggets of Parmigiana.",US,California,20,90
82575,82575,Tinhof 2013 Muskat (Burgenland),Tinhof 2013 Muskat (Burgenland),Tinhof,Muskat,White,"At first it reveals a layer of damask rose petals and white blossom. Then a deeper, riper notion unfolds, almost hinting at pineapple. Concentrated but slender, the palate manages to remain refreshing and light despite the heady aromas. Perfectly pitched with just a hint of spice.",Austria,Burgenland,36,90
82627,82627,Casa de la Ermita 2012 Idílico Monastrell-Petit Verdot (Jumilla),Casa de la Ermita 2012 Idílico Monastrell-Petit Verdot (Jumilla),Casa de la Ermita,Monastrell-Petit Verdot,Red,"Black-fruit aromas are spicy, with a note of cinnamon sticking out. This blend of Monastrell and Petit Verdot displays high acidity and related scratchiness on the palate. Tartness blends with plum and berry flavors, while this runs quick and tight on the finish.",Spain,Levante,23,89
82721,82721,Castello di Gabiano 2009 Il Ruvo Grignolino (Monferrato),Castello di Gabiano 2009 Il Ruvo Grignolino (Monferrato),Castello di Gabiano,Grignolino,Red,"A pure expression of Grignolino (a popular grape consumed locally in Piedmont), this wine could be served chilled with meat appetizers or slices of honey-roasted ham. This lightly ruby colored wine offers lively aromas of small berry and almond skin.",Italy,Piedmont,36,87
